Study Package Cd,Study Package Version,Full Title,Stage,Study Package Category Type,Category Type Description,Credit Point Value,Nominal Hour Value,Non Credit Point Value,Scheduled Hour Value,Owning Organisational Unit Code,Owning Organisational Unit Name,Study Package Sort Code,Short Title,Abbreviated Title,Primary FOE,Award Code,Award Level Type,Expected Time to Complete,Study Type,Study Package Category,Secondary FOE,Study Package Grading Scheme Code,Study Package Requisite Types,Fee Level Type,Fee Level Code,Keyword,SpkStageCd_Code,SpkCatCd_Code,AwdCd_Code,AwdLvlTypeCd_Code,FeeLvlTypeCd_Code,StudyTypeCd_Code
C06108,1,Graduate Diploma in Engineering,Active,GDN,Grad Dip New Area of Study,48.0,0,0,0,D,Engineering and Information Technology,C06108,Graduate Diploma in Engineering,GradDipE,030000,Graduate Diploma,Graduate Diploma,1,Coursework,Course,,,,,,010060,AC,CR,GRADDIP,GRDI,,$CWK
C06108,1,Graduate Diploma in Engineering,Active,GDN,Grad Dip New Area of Study,48.0,0,0,0,D,Engineering and Information Technology,C06108,Graduate Diploma in Engineering,GradDipE,030000,Graduate Diploma,Graduate Diploma,1,Coursework,Course,,,,,,ATT02,AC,CR,GRADDIP,GRDI,,$CWK
C06109,1,Graduate Diploma in Environmental Engineering Management,Active,GDN,Grad Dip New Area of Study,48.0,0,0,0,D,Engineering and Information Technology,C06109,Graduate Diploma in Environmental Engineering Management,GradDipEnvEM,030000,Graduate Diploma,Graduate Diploma,1,Coursework,Course,,,,,,010060,AC,CR,GRADDIP,GRDI,,$CWK
C06109,1,Graduate Diploma in Environmental Engineering Management,Active,GDN,Grad Dip New Area of Study,48.0,0,0,0,D,Engineering and Information Technology,C06109,Graduate Diploma in Environmental Engineering Management,GradDipEnvEM,030000,Graduate Diploma,Graduate Diploma,1,Coursework,Course,,,,,,ATT02,AC,CR,GRADDIP,GRDI,,$CWK
C06110,1,Graduate Diploma in Engineering Management,Active,GDN,Grad Dip New Area of Study,48.0,0,0,0,D,Engineering and Information Technology,C06110,Graduate Diploma in Engineering Management,GradDipEM,030000,Graduate Diploma,Graduate Diploma,1,Coursework,Course,,,,,,010060,AC,CR,GRADDIP,GRDI,,$CWK
C06110,1,Graduate Diploma in Engineering Management,Active,GDN,Grad Dip New Area of Study,48.0,0,0,0,D,Engineering and Information Technology,C06110,Graduate Diploma in Engineering Management,GradDipEM,030000,Graduate Diploma,Graduate Diploma,1,Coursework,Course,,,,,,ATT02,AC,CR,GRADDIP,GRDI,,$CWK
C06113,1,Graduate Diploma in Information Technology,Active,GDN,Grad Dip New Area of Study,48.0,0,0,0,D,Engineering and Information Technology,C06113,Graduate Diploma in Information Technology,GradDipIT,029900,Graduate Diploma,Graduate Diploma,1,Coursework,Course,,,,,,ATT02,AC,CR,GRADDIP,GRDI,,$CWK
C06113,1,Graduate Diploma in Information Technology,Active,GDN,Grad Dip New Area of Study,48.0,0,0,0,D,Engineering and Information Technology,C06113,Graduate Diploma in Information Technology,GradDipIT,029900,Graduate Diploma,Graduate Diploma,1,Coursework,Course,,,,,,010070,AC,CR,GRADDIP,GRDI,,$CWK
C06123,1,Graduate Diploma in Interaction Design,Active,GDN,Grad Dip New Area of Study,48.0,0,0,0,D,Engineering and Information Technology,C06123,Graduate Diploma in Interaction Design,Grad Dip in Interaction Design,029999,Graduate Diploma,Graduate Diploma,1,Coursework,Course,,,,,,ATT02,AC,CR,GRADDIP,GRDI,,$CWK
C06123,1,Graduate Diploma in Interaction Design,Active,GDN,Grad Dip New Area of Study,48.0,0,0,0,D,Engineering and Information Technology,C06123,Graduate Diploma in Interaction Design,Grad Dip in Interaction Design,029999,Graduate Diploma,Graduate Diploma,1,Coursework,Course,,,,,,010070,AC,CR,GRADDIP,GRDI,,$CWK
C06134,1,Graduate Diploma in Information Systems,Active,GDN,Grad Dip New Area of Study,48.0,0,0,0,D,Engineering and Information Technology,C06134,Graduate Diploma in Information Systems,Grad Dip IS,020300,Graduate Diploma,Graduate Diploma,1,Coursework,Course,,,,,,ATT02,AC,CR,GRADDIP,GRDI,,$CWK
C06134,1,Graduate Diploma in Information Systems,Active,GDN,Grad Dip New Area of Study,48.0,0,0,0,D,Engineering and Information Technology,C06134,Graduate Diploma in Information Systems,Grad Dip IS,020300,Graduate Diploma,Graduate Diploma,1,Coursework,Course,,,,,,010070,AC,CR,GRADDIP,GRDI,,$CWK
C06136,1,Graduate Diploma in Professional Practice,Active,GDN,Grad Dip New Area of Study,48.0,0,0,0,D,Engineering and Information Technology,C06136,Graduate Diploma in Professional Practice,Grad Dip Profession Practice,029999,Graduate Diploma,Graduate Diploma,1,Coursework,Course,,,,,,ATT02,AC,CR,GRADDIP,GRDI,,$CWK
C06136,1,Graduate Diploma in Professional Practice,Active,GDN,Grad Dip New Area of Study,48.0,0,0,0,D,Engineering and Information Technology,C06136,Graduate Diploma in Professional Practice,Grad Dip Profession Practice,029999,Graduate Diploma,Graduate Diploma,1,Coursework,Course,,,,,,010070,AC,CR,GRADDIP,GRDI,,$CWK
C06137,1,Graduate Diploma in Technology,Active,GDN,Grad Dip New Area of Study,48.0,0,0,0,D,Engineering and Information Technology,C06137,Graduate Diploma in Technology,Graduate Diploma in Technology,029999,Graduate Diploma,Graduate Diploma,1,Coursework,Course,,,,,,010070,AC,CR,GRADDIP,GRDI,,$CWK
C06137,1,Graduate Diploma in Technology,Active,GDN,Grad Dip New Area of Study,48.0,0,0,0,D,Engineering and Information Technology,C06137,Graduate Diploma in Technology,Graduate Diploma in Technology,029999,Graduate Diploma,Graduate Diploma,1,Coursework,Course,,,,,,ATT02,AC,CR,GRADDIP,GRDI,,$CWK
C06142,1,Graduate Diploma in Technology Management,Active,GDN,Grad Dip New Area of Study,48.0,0,0,0,D,Engineering and Information Technology,C06142,Graduate Diploma in Technology Management,GD Technology Management,029900,Graduate Diploma,Graduate Diploma,1,Coursework,Course,,,,,,010070,AC,CR,GRADDIP,GRDI,,$CWK
C06142,1,Graduate Diploma in Technology Management,Active,GDN,Grad Dip New Area of Study,48.0,0,0,0,D,Engineering and Information Technology,C06142,Graduate Diploma in Technology Management,GD Technology Management,029900,Graduate Diploma,Graduate Diploma,1,Coursework,Course,,,,,,ATT01,AC,CR,GRADDIP,GRDI,,$CWK
C06147,1,Graduate Diploma in Artificial Intelligence,Active,GDN,Grad Dip New Area of Study,48.0,0,0,0,D,Engineering and Information Technology,C06147,Graduate Diploma in Artificial Intelligence,GD Artificial Intelligence,020119,Graduate Diploma,Graduate Diploma,1,Coursework,Course,,,,,,ATT02,AC,CR,GRADDIP,GRDI,,$CWK
C06147,1,Graduate Diploma in Artificial Intelligence,Active,GDN,Grad Dip New Area of Study,48.0,0,0,0,D,Engineering and Information Technology,C06147,Graduate Diploma in Artificial Intelligence,GD Artificial Intelligence,020119,Graduate Diploma,Graduate Diploma,1,Coursework,Course,,,,,,010070,AC,CR,GRADDIP,GRDI,,$CWK
C09019,6,Bachelor of Information Technology (Honours),Active,BH,Bachelor's Honours,48.0,0,0,0,D,Engineering and Information Technology,C09019,Bachelor of Information Technology (Honours),BIT(Hons),029900,Bachelor Honours,Honours Degree,1,Coursework,Course,,,,,,010070,AC,CR,BACHELORH,HONS,,$CWK
C09066,6,Bachelor of Engineering (Honours),Active,BHE,Bachelor's Honours Embedded,198.0,0,0,0,D,Engineering and Information Technology,C09066,Bachelor of Engineering (Honours),BE(Hons),030000,Bachelor Honours,Honours Degree,4.5,Coursework,Course,,,,,,010060,AC,CR,BACHELORH,HONS,,$CWK
C09067,6,Bachelor of Engineering (Honours) Diploma in Professional Engineering Practice,Active,BHE,Bachelor's Honours Embedded,240.0,0,0,0,D,Engineering and Information Technology,C09067,Bachelor of Engineering (Honours) Diploma in Professional Engineering Practice,BE(Hons) DipProfEngPrac,030000,Bachelor Honours/Dip in Prof Eng Prac,Honours Degree,5,Coursework,Course,,,,,,010060,AC,CR,BACHHDPEP,HONS,,$CWK
C09067,6,Bachelor of Engineering (Honours) Diploma in Professional Engineering Practice,Active,BHE,Bachelor's Honours Embedded,240.0,0,0,0,D,Engineering and Information Technology,C09067,Bachelor of Engineering (Honours) Diploma in Professional Engineering Practice,BE(Hons) DipProfEngPrac,030000,Bachelor/Bachelor/Diploma in Eng Prac,Honours Degree,5,Coursework,Course,,,,,,010060,AC,CR,BACHBDEP,HONS,,$CWK
C09070,5,Bachelor of Engineering (Honours) Bachelor of Business,Active,BCH,Bachelor's Combined Honours,246.0,0,0,0,D,Engineering and Information Technology,C09070,Bachelor of Engineering (Honours) Bachelor of Business,BE(Hons) BBus,030000,Bachelor Honours,Degree,5.5,Coursework,Course,080000,,,,,010060,AC,CR,BACHELORH,DEG,,$CWK
C09070,5,Bachelor of Engineering (Honours) Bachelor of Business,Active,BCH,Bachelor's Combined Honours,246.0,0,0,0,D,Engineering and Information Technology,C09070,Bachelor of Engineering (Honours) Bachelor of Business,BE(Hons) BBus,030000,Bachelor Honours,Degree,5.5,Coursework,Course,080000,,,,,021010,AC,CR,BACHELORH,DEG,,$CWK
C09070,5,Bachelor of Engineering (Honours) Bachelor of Business,Active,BCH,Bachelor's Combined Honours,246.0,0,0,0,D,Engineering and Information Technology,C09070,Bachelor of Engineering (Honours) Bachelor of Business,BE(Hons) BBus,030000,Bachelor,Degree,5.5,Coursework,Course,080000,,,,,010060,AC,CR,BACHELOR,DEG,,$CWK
C09070,5,Bachelor of Engineering (Honours) Bachelor of Business,Active,BCH,Bachelor's Combined Honours,246.0,0,0,0,D,Engineering and Information Technology,C09070,Bachelor of Engineering (Honours) Bachelor of Business,BE(Hons) BBus,030000,Bachelor,Degree,5.5,Coursework,Course,080000,,,,,021010,AC,CR,BACHELOR,DEG,,$CWK
C09071,5,Bachelor of Engineering (Honours) Bachelor of Business Diploma in Professional Engineering Practice,Active,BCH,Bachelor's Combined Honours,288.0,0,0,0,D,Engineering and Information Technology,C09071,Bachelor of Engineering (Honours) Bachelor of Business Dip Professional Eng Prac,BE(Hons) BBus DipProfEngPrac,030000,Bachelor/Bachelor/Diploma in Eng Prac,Degree,6,Coursework,Course,080000,,,,,021010,AC,CR,BACHBDEP,DEG,,$CWK
C09071,5,Bachelor of Engineering (Honours) Bachelor of Business Diploma in Professional Engineering Practice,Active,BCH,Bachelor's Combined Honours,288.0,0,0,0,D,Engineering and Information Technology,C09071,Bachelor of Engineering (Honours) Bachelor of Business Dip Professional Eng Prac,BE(Hons) BBus DipProfEngPrac,030000,Bachelor Honours/Dip in Prof Eng Prac,Degree,6,Coursework,Course,080000,,,,,010060,AC,CR,BACHHDPEP,DEG,,$CWK
C09071,5,Bachelor of Engineering (Honours) Bachelor of Business Diploma in Professional Engineering Practice,Active,BCH,Bachelor's Combined Honours,288.0,0,0,0,D,Engineering and Information Technology,C09071,Bachelor of Engineering (Honours) Bachelor of Business Dip Professional Eng Prac,BE(Hons) BBus DipProfEngPrac,030000,Bachelor,Degree,6,Coursework,Course,080000,,,,,021010,AC,CR,BACHELOR,DEG,,$CWK
C09071,5,Bachelor of Engineering (Honours) Bachelor of Business Diploma in Professional Engineering Practice,Active,BCH,Bachelor's Combined Honours,288.0,0,0,0,D,Engineering and Information Technology,C09071,Bachelor of Engineering (Honours) Bachelor of Business Dip Professional Eng Prac,BE(Hons) BBus DipProfEngPrac,030000,Bachelor Honours/Dip in Prof Eng Prac,Degree,6,Coursework,Course,080000,,,,,021010,AC,CR,BACHHDPEP,DEG,,$CWK
C09071,5,Bachelor of Engineering (Honours) Bachelor of Business Diploma in Professional Engineering Practice,Active,BCH,Bachelor's Combined Honours,288.0,0,0,0,D,Engineering and Information Technology,C09071,Bachelor of Engineering (Honours) Bachelor of Business Dip Professional Eng Prac,BE(Hons) BBus DipProfEngPrac,030000,Bachelor,Degree,6,Coursework,Course,080000,,,,,010060,AC,CR,BACHELOR,DEG,,$CWK
C09071,5,Bachelor of Engineering (Honours) Bachelor of Business Diploma in Professional Engineering Practice,Active,BCH,Bachelor's Combined Honours,288.0,0,0,0,D,Engineering and Information Technology,C09071,Bachelor of Engineering (Honours) Bachelor of Business Dip Professional Eng Prac,BE(Hons) BBus DipProfEngPrac,030000,Bachelor/Bachelor/Diploma in Eng Prac,Degree,6,Coursework,Course,080000,,,,,010060,AC,CR,BACHBDEP,DEG,,$CWK
C09072,5,Bachelor of Engineering (Honours) Bachelor of Science,Active,BCH,Bachelor's Combined Honours,246.0,0,0,0,D,Engineering and Information Technology,C09072,Bachelor of Engineering (Honours) Bachelor of Science,BE(Hons) BSc,030000,Bachelor,Degree,5.5,Coursework,Course,010000,,,,,021100,AC,CR,BACHELOR,DEG,,$CWK
C09072,5,Bachelor of Engineering (Honours) Bachelor of Science,Active,BCH,Bachelor's Combined Honours,246.0,0,0,0,D,Engineering and Information Technology,C09072,Bachelor of Engineering (Honours) Bachelor of Science,BE(Hons) BSc,030000,Bachelor Honours,Degree,5.5,Coursework,Course,010000,,,,,010060,AC,CR,BACHELORH,DEG,,$CWK
C09072,5,Bachelor of Engineering (Honours) Bachelor of Science,Active,BCH,Bachelor's Combined Honours,246.0,0,0,0,D,Engineering and Information Technology,C09072,Bachelor of Engineering (Honours) Bachelor of Science,BE(Hons) BSc,030000,Bachelor Honours,Degree,5.5,Coursework,Course,010000,,,,,021100,AC,CR,BACHELORH,DEG,,$CWK
C09072,5,Bachelor of Engineering (Honours) Bachelor of Science,Active,BCH,Bachelor's Combined Honours,246.0,0,0,0,D,Engineering and Information Technology,C09072,Bachelor of Engineering (Honours) Bachelor of Science,BE(Hons) BSc,030000,Bachelor,Degree,5.5,Coursework,Course,010000,,,,,010060,AC,CR,BACHELOR,DEG,,$CWK
C09073,5,Bachelor of Engineering (Honours) Bachelor of Science Diploma in Professional Engineering Practice,Active,BCH,Bachelor's Combined Honours,288.0,0,0,0,D,Engineering and Information Technology,C09073,Bachelor of Engineering (Honours) Bachelor of Science Dip ProfEngPrac,BE(Hons) BSc DipProfEngPrac,030000,Bachelor/Bachelor/Diploma in Eng Prac,Degree,6,Coursework,Course,010000,,,,,010060,AC,CR,BACHBDEP,DEG,,$CWK
C09073,5,Bachelor of Engineering (Honours) Bachelor of Science Diploma in Professional Engineering Practice,Active,BCH,Bachelor's Combined Honours,288.0,0,0,0,D,Engineering and Information Technology,C09073,Bachelor of Engineering (Honours) Bachelor of Science Dip ProfEngPrac,BE(Hons) BSc DipProfEngPrac,030000,Bachelor Honours/Dip in Prof Eng Prac,Degree,6,Coursework,Course,010000,,,,,021100,AC,CR,BACHHDPEP,DEG,,$CWK
C09073,5,Bachelor of Engineering (Honours) Bachelor of Science Diploma in Professional Engineering Practice,Active,BCH,Bachelor's Combined Honours,288.0,0,0,0,D,Engineering and Information Technology,C09073,Bachelor of Engineering (Honours) Bachelor of Science Dip ProfEngPrac,BE(Hons) BSc DipProfEngPrac,030000,Bachelor,Degree,6,Coursework,Course,010000,,,,,021100,AC,CR,BACHELOR,DEG,,$CWK
C09073,5,Bachelor of Engineering (Honours) Bachelor of Science Diploma in Professional Engineering Practice,Active,BCH,Bachelor's Combined Honours,288.0,0,0,0,D,Engineering and Information Technology,C09073,Bachelor of Engineering (Honours) Bachelor of Science Dip ProfEngPrac,BE(Hons) BSc DipProfEngPrac,030000,Bachelor,Degree,6,Coursework,Course,010000,,,,,010060,AC,CR,BACHELOR,DEG,,$CWK
C09073,5,Bachelor of Engineering (Honours) Bachelor of Science Diploma in Professional Engineering Practice,Active,BCH,Bachelor's Combined Honours,288.0,0,0,0,D,Engineering and Information Technology,C09073,Bachelor of Engineering (Honours) Bachelor of Science Dip ProfEngPrac,BE(Hons) BSc DipProfEngPrac,030000,Bachelor Honours/Dip in Prof Eng Prac,Degree,6,Coursework,Course,010000,,,,,010060,AC,CR,BACHHDPEP,DEG,,$CWK
C09073,5,Bachelor of Engineering (Honours) Bachelor of Science Diploma in Professional Engineering Practice,Active,BCH,Bachelor's Combined Honours,288.0,0,0,0,D,Engineering and Information Technology,C09073,Bachelor of Engineering (Honours) Bachelor of Science Dip ProfEngPrac,BE(Hons) BSc DipProfEngPrac,030000,Bachelor/Bachelor/Diploma in Eng Prac,Degree,6,Coursework,Course,010000,,,,,021100,AC,CR,BACHBDEP,DEG,,$CWK
C09074,5,Bachelor of Engineering (Honours) Bachelor of Medical Science,Active,BCH,Bachelor's Combined Honours,246.0,0,0,0,D,Engineering and Information Technology,C09074,Bachelor of Engineering (Honours) Bachelor of Medical Science,BE(Hons) BMedSc,030000,Bachelor Honours,Degree,5.5,Coursework,Course,019901,,,,,021100,AC,CR,BACHELORH,DEG,,$CWK
C09074,5,Bachelor of Engineering (Honours) Bachelor of Medical Science,Active,BCH,Bachelor's Combined Honours,246.0,0,0,0,D,Engineering and Information Technology,C09074,Bachelor of Engineering (Honours) Bachelor of Medical Science,BE(Hons) BMedSc,030000,Bachelor,Degree,5.5,Coursework,Course,019901,,,,,010060,AC,CR,BACHELOR,DEG,,$CWK
C09074,5,Bachelor of Engineering (Honours) Bachelor of Medical Science,Active,BCH,Bachelor's Combined Honours,246.0,0,0,0,D,Engineering and Information Technology,C09074,Bachelor of Engineering (Honours) Bachelor of Medical Science,BE(Hons) BMedSc,030000,Bachelor Honours,Degree,5.5,Coursework,Course,019901,,,,,010060,AC,CR,BACHELORH,DEG,,$CWK
C09074,5,Bachelor of Engineering (Honours) Bachelor of Medical Science,Active,BCH,Bachelor's Combined Honours,246.0,0,0,0,D,Engineering and Information Technology,C09074,Bachelor of Engineering (Honours) Bachelor of Medical Science,BE(Hons) BMedSc,030000,Bachelor,Degree,5.5,Coursework,Course,019901,,,,,021100,AC,CR,BACHELOR,DEG,,$CWK
C09075,5,Bachelor of Engineering (Honours) Bachelor of Medical Science Diploma in Professional Engineering Practice,Active,BCH,Bachelor's Combined Honours,288.0,0,0,0,D,Engineering and Information Technology,C09075,Bachelor of Engineering (Honours) Bachelor of Medical Science DipProfEngPrac,BE(Hons) BMedSc DipProfEngPrac,030000,Bachelor,Degree,6,Coursework,Course,019901,,,,,021100,AC,CR,BACHELOR,DEG,,$CWK
C09075,5,Bachelor of Engineering (Honours) Bachelor of Medical Science Diploma in Professional Engineering Practice,Active,BCH,Bachelor's Combined Honours,288.0,0,0,0,D,Engineering and Information Technology,C09075,Bachelor of Engineering (Honours) Bachelor of Medical Science DipProfEngPrac,BE(Hons) BMedSc DipProfEngPrac,030000,Bachelor/Bachelor/Diploma in Eng Prac,Degree,6,Coursework,Course,019901,,,,,021100,AC,CR,BACHBDEP,DEG,,$CWK
C09075,5,Bachelor of Engineering (Honours) Bachelor of Medical Science Diploma in Professional Engineering Practice,Active,BCH,Bachelor's Combined Honours,288.0,0,0,0,D,Engineering and Information Technology,C09075,Bachelor of Engineering (Honours) Bachelor of Medical Science DipProfEngPrac,BE(Hons) BMedSc DipProfEngPrac,030000,Bachelor Honours/Dip in Prof Eng Prac,Degree,6,Coursework,Course,019901,,,,,021100,AC,CR,BACHHDPEP,DEG,,$CWK
C09075,5,Bachelor of Engineering (Honours) Bachelor of Medical Science Diploma in Professional Engineering Practice,Active,BCH,Bachelor's Combined Honours,288.0,0,0,0,D,Engineering and Information Technology,C09075,Bachelor of Engineering (Honours) Bachelor of Medical Science DipProfEngPrac,BE(Hons) BMedSc DipProfEngPrac,030000,Bachelor Honours/Dip in Prof Eng Prac,Degree,6,Coursework,Course,019901,,,,,010060,AC,CR,BACHHDPEP,DEG,,$CWK
C09075,5,Bachelor of Engineering (Honours) Bachelor of Medical Science Diploma in Professional Engineering Practice,Active,BCH,Bachelor's Combined Honours,288.0,0,0,0,D,Engineering and Information Technology,C09075,Bachelor of Engineering (Honours) Bachelor of Medical Science DipProfEngPrac,BE(Hons) BMedSc DipProfEngPrac,030000,Bachelor,Degree,6,Coursework,Course,019901,,,,,010060,AC,CR,BACHELOR,DEG,,$CWK
C09075,5,Bachelor of Engineering (Honours) Bachelor of Medical Science Diploma in Professional Engineering Practice,Active,BCH,Bachelor's Combined Honours,288.0,0,0,0,D,Engineering and Information Technology,C09075,Bachelor of Engineering (Honours) Bachelor of Medical Science DipProfEngPrac,BE(Hons) BMedSc DipProfEngPrac,030000,Bachelor/Bachelor/Diploma in Eng Prac,Degree,6,Coursework,Course,019901,,,,,010060,AC,CR,BACHBDEP,DEG,,$CWK
C09076,5,Bachelor of Engineering (Honours) Bachelor of Creative Intelligence and Innovation,Active,BCH,Bachelor's Combined Honours,270.0,0,0,0,D,Engineering and Information Technology,C09076,Bachelor of Engineering (Honours) Bachelor of Creative Intelligence and Innovati,BE(Hons) BCIInn,030000,Bachelor,Honours Degree,6,Coursework,Course,100799,,,,,021060,AC,CR,BACHELOR,HONS,,$CWK
C09076,5,Bachelor of Engineering (Honours) Bachelor of Creative Intelligence and Innovation,Active,BCH,Bachelor's Combined Honours,270.0,0,0,0,D,Engineering and Information Technology,C09076,Bachelor of Engineering (Honours) Bachelor of Creative Intelligence and Innovati,BE(Hons) BCIInn,030000,Bachelor,Honours Degree,6,Coursework,Course,100799,,,,,010035,AC,CR,BACHELOR,HONS,,$CWK
C09076,5,Bachelor of Engineering (Honours) Bachelor of Creative Intelligence and Innovation,Active,BCH,Bachelor's Combined Honours,270.0,0,0,0,D,Engineering and Information Technology,C09076,Bachelor of Engineering (Honours) Bachelor of Creative Intelligence and Innovati,BE(Hons) BCIInn,030000,Bachelor Honours,Honours Degree,6,Coursework,Course,100799,,,,,021060,AC,CR,BACHELORH,HONS,,$CWK
C09076,5,Bachelor of Engineering (Honours) Bachelor of Creative Intelligence and Innovation,Active,BCH,Bachelor's Combined Honours,270.0,0,0,0,D,Engineering and Information Technology,C09076,Bachelor of Engineering (Honours) Bachelor of Creative Intelligence and Innovati,BE(Hons) BCIInn,030000,Bachelor Honours,Honours Degree,6,Coursework,Course,100799,,,,,010035,AC,CR,BACHELORH,HONS,,$CWK
C09119,2,Bachelor of Computing Science (Honours),Active,BHE,Bachelor's Honours Embedded,192.0,0,0,0,D,Engineering and Information Technology,C09119,Bachelor of Computing Science (Honours),BCompSc(Hons),020100,Bachelor Honours,Honours Degree,4,Coursework,Course,,,,,,010070,AC,CR,BACHELORH,HONS,,$CWK
C09123,4,Bachelor of Engineering (Honours) Bachelor of International Studies,Active,BCH,Bachelor's Combined Honours,258.0,0,0,0,D,Engineering and Information Technology,C09123,Bachelor of Engineering (Honours) Bachelor of International Studies,BEng (Hon) BIS,030000,Bachelor Honours,Degree,5.5,Coursework,Course,090300,,,,,010060,AC,CR,BACHELORH,DEG,,$CWK
C09123,4,Bachelor of Engineering (Honours) Bachelor of International Studies,Active,BCH,Bachelor's Combined Honours,258.0,0,0,0,D,Engineering and Information Technology,C09123,Bachelor of Engineering (Honours) Bachelor of International Studies,BEng (Hon) BIS,030000,Bachelor,Degree,5.5,Coursework,Course,090300,,,,,010060,AC,CR,BACHELOR,DEG,,$CWK
C09123,4,Bachelor of Engineering (Honours) Bachelor of International Studies,Active,BCH,Bachelor's Combined Honours,258.0,0,0,0,D,Engineering and Information Technology,C09123,Bachelor of Engineering (Honours) Bachelor of International Studies,BEng (Hon) BIS,030000,Bachelor,Degree,5.5,Coursework,Course,090300,,,,,021050,AC,CR,BACHELOR,DEG,,$CWK
C09123,4,Bachelor of Engineering (Honours) Bachelor of International Studies,Active,BCH,Bachelor's Combined Honours,258.0,0,0,0,D,Engineering and Information Technology,C09123,Bachelor of Engineering (Honours) Bachelor of International Studies,BEng (Hon) BIS,030000,Bachelor Honours,Degree,5.5,Coursework,Course,090300,,,,,021050,AC,CR,BACHELORH,DEG,,$CWK
C09124,4,Bachelor of Engineering (Honours) Bachelor of International Studies Diploma in Professional Engineering Practice,Active,BCH,Bachelor's Combined Honours,300.0,0,0,0,D,Engineering and Information Technology,C09124,BEng (Hon) BIS Diploma in Professional Engineering Practice,BEng (Hon) BIS Dip Prof Prac,030000,Bachelor,Degree,6.5,Coursework,Course,090300,,,,,021050,AC,CR,BACHELOR,DEG,,$CWK
C09124,4,Bachelor of Engineering (Honours) Bachelor of International Studies Diploma in Professional Engineering Practice,Active,BCH,Bachelor's Combined Honours,300.0,0,0,0,D,Engineering and Information Technology,C09124,BEng (Hon) BIS Diploma in Professional Engineering Practice,BEng (Hon) BIS Dip Prof Prac,030000,Bachelor Honours,Degree,6.5,Coursework,Course,090300,,,,,021050,AC,CR,BACHELORH,DEG,,$CWK
C09124,4,Bachelor of Engineering (Honours) Bachelor of International Studies Diploma in Professional Engineering Practice,Active,BCH,Bachelor's Combined Honours,300.0,0,0,0,D,Engineering and Information Technology,C09124,BEng (Hon) BIS Diploma in Professional Engineering Practice,BEng (Hon) BIS Dip Prof Prac,030000,Bachelor,Degree,6.5,Coursework,Course,090300,,,,,010060,AC,CR,BACHELOR,DEG,,$CWK
C09124,4,Bachelor of Engineering (Honours) Bachelor of International Studies Diploma in Professional Engineering Practice,Active,BCH,Bachelor's Combined Honours,300.0,0,0,0,D,Engineering and Information Technology,C09124,BEng (Hon) BIS Diploma in Professional Engineering Practice,BEng (Hon) BIS Dip Prof Prac,030000,Bachelor Honours,Degree,6.5,Coursework,Course,090300,,,,,010060,AC,CR,BACHELORH,DEG,,$CWK
C09147,2,Bachelor of Engineering (Honours) Bachelor of International Studies (Honours),Active,BCH,Bachelor's Combined Honours,258.0,0,0,0,D,Engineering and Information Technology,C09147,Bachelor of Engineering (Honours) Bachelor of International Studies (Honours),BEng (Hon)  BIS (Hon),030000,Bachelor Honours,Honours Degree,5.5,Coursework,Course,090300,,,,,021050,AC,CR,BACHELORH,HONS,,$CWK
C09147,2,Bachelor of Engineering (Honours) Bachelor of International Studies (Honours),Active,BCH,Bachelor's Combined Honours,258.0,0,0,0,D,Engineering and Information Technology,C09147,Bachelor of Engineering (Honours) Bachelor of International Studies (Honours),BEng (Hon)  BIS (Hon),030000,Bachelor Honours,Honours Degree,5.5,Coursework,Course,090300,,,,,010060,AC,CR,BACHELORH,HONS,,$CWK
C09148,2,Bachelor of Engineering (Honours) Bachelor of International Studies (Honours) Diploma in Professional Engineering Practice,Active,BCH,Bachelor's Combined Honours,300.0,0,0,0,D,Engineering and Information Technology,C09148,BEng (Hon) BIS (Hon) Diploma in Professional Engineering Practice,BEng(Hon) BIS(Hon) DipProfPrac,030000,Bachelor Honours,Honours Degree,6.5,Coursework,Course,090300,,,,,010060,AC,CR,BACHELORH,HONS,,$CWK
